invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I142173,C157693,Female,58,Food & Beverage,3,15.69,Cash,13/12/2022,Mall of Istanbul
I434191,C220492,Female,31,Clothing,4,1200.32,Credit Card,15/02/2023,Kanyon
I145985,C466239,Female,42,Clothing,1,300.08,Credit Card,6/10/2022,Kanyon
I166795,C283858,Male,46,Clothing,4,1200.32,Debit Card,6/3/2023,Cevahir AVM
I110027,C185092,Female,39,Clothing,2,600.16,Credit Card,17/06/2021,Metrocity
I242317,C312026,Male,41,Clothing,5,1500.4,Cash,6/1/2023,Metrocity
I258780,C242247,Female,57,Clothing,3,900.24,Cash,26/07/2022,Istinye Park
I372209,C288781,Female,67,Technology,4,4200.0,Credit Card,3/4/2021,Istinye Park
I814812,C117884,Male,30,Books,1,15.15,Debit Card,5/3/2022,Kanyon
I160981,C174049,Female,28,Shoes,5,3000.85,Cash,16/01/2023,Kanyon
I288478,C198391,Male,56,Clothing,2,600.16,Debit Card,19/08/2021,Metrocity
I449958,C128686,Female,58,Clothing,1,300.08,Cash,3/4/2021,Kanyon
I132332,C823516,Male,57,Cosmetics,4,162.64,Credit Card,22/12/2021,Kanyon
I885357,C279482,Male,54,Clothing,1,300.08,Debit Card,15/07/2022,Kanyon
I227385,C262811,Female,56,Cosmetics,2,81.32,Debit Card,7/3/2022,Metrocity
I267693,C301214,Female,25,Cosmetics,2,81.32,Cash,9/7/2022,Kanyon
I139059,C554988,Female,47,Food & Beverage,2,10.46,Cash,10/11/2022,Metrocity
I139441,C327787,Male,24,Clothing,4,1200.32,Cash,19/02/2023,Istinye Park
I778543,C966036,Female,40,Technology,5,5250.0,Cash,3/10/2021,Viaport Outlet
I846285,C247905,Female,26,Shoes,5,3000.85,Cash,8/3/2023,Kanyon
I294487,C846421,Male,22,Souvenir,3,35.19,Debit Card,6/10/2022,Zorlu Center
I150269,C321129,Female,46,Shoes,4,2400.68,Debit Card,9/1/2022,Mall of Istanbul
I266612,C319220,Male,24,Toys,4,143.36,Debit Card,9/1/2023,Metropol AVM
I884592,C238774,Female,57,Shoes,3,1800.51,Cash,23/06/2021,Zorlu Center
I333599,C825990,Male,38,Shoes,1,600.17,Cash,11/9/2021,Istinye Park
I210509,C278438,Female,28,Clothing,1,300.08,Credit Card,12/7/2021,Emaar Square Mall
I401213,C207610,Female,45,Clothing,3,900.24,Credit Card,25/07/2022,Metrocity
I156457,C182180,Male,27,Cosmetics,3,121.98,Credit Card,28/08/2021,Metrocity
I142999,C159064,Male,54,Shoes,1,600.17,Cash,27/12/2021,Zorlu Center
I323120,C702698,Female,23,Clothing,5,1500.4,Debit Card,24/12/2021,Cevahir AVM
I157244,C165701,Male,59,Cosmetics,3,121.98,Cash,7/6/2022,Cevahir AVM
I237866,C297260,Male,31,Shoes,5,3000.85,Credit Card,13/01/2023,Metropol AVM
I432873,C134990,Female,31,Shoes,3,1800.51,Cash,25/08/2022,Metropol AVM
I280432,C164299,Female,69,Clothing,4,1200.32,Credit Card,27/02/2022,Mall of Istanbul
I157001,C218694,Female,58,Shoes,2,1200.34,Credit Card,1/4/2022,Metrocity
I169566,C265516,Female,48,Clothing,4,1200.32,Cash,1/11/2022,Zorlu Center
I177128,C244220,Female,25,Souvenir,2,23.46,Debit Card,28/10/2022,Metrocity
I234508,C694918,Female,31,Clothing,3,900.24,Debit Card,17/09/2021,Metrocity
I123397,C481448,Male,22,Cosmetics,1,40.66,Credit Card,9/6/2021,Kanyon
I651370,C238713,Male,57,Souvenir,1,11.73,Credit Card,10/4/2021,Cevahir AVM
I198509,C199333,Female,48,Food & Beverage,2,10.46,Credit Card,6/7/2022,Forum Istanbul
I143983,C201369,Male,48,Toys,1,35.84,Debit Card,14/01/2022,Metropol AVM
I199760,C694246,Female,55,Shoes,1,600.17,Cash,20/03/2022,Metrocity
I194892,C807013,Male,60,Souvenir,1,11.73,Cash,17/06/2022,Viaport Outlet
I642311,C296225,Female,26,Cosmetics,2,81.32,Cash,5/10/2022,Istinye Park
I108055,C282600,Male,59,Clothing,4,1200.32,Cash,4/9/2022,Kanyon
I138006,C334580,Male,57,Clothing,2,600.16,Cash,14/06/2021,Metropol AVM
I221350,C236432,Male,64,Toys,1,35.84,Credit Card,26/02/2021,Cevahir AVM
I336064,C274895,Female,38,Books,3,45.45,Cash,25/01/2022,Kanyon
I394298,C243611,Female,37,Clothing,5,1500.4,Cash,27/06/2022,Viaport Outlet
I680425,C515191,Male,20,Clothing,3,900.24,Credit Card,25/03/2021,Kanyon
I339907,C619453,Female,31,Clothing,5,1500.4,Credit Card,20/10/2022,Forum Istanbul
I159229,C169788,Female,63,Cosmetics,1,40.66,Credit Card,29/10/2021,Metrocity
I560483,C304002,Female,48,Food & Beverage,5,26.15,Credit Card,26/02/2021,Metrocity
I295973,C174498,Female,44,Food & Beverage,1,5.23,Cash,7/9/2022,Metropol AVM
I737451,C986133,Female,37,Cosmetics,5,203.3,Cash,18/09/2022,Istinye Park
I702817,C264767,Male,30,Books,5,75.75,Credit Card,16/10/2022,Kanyon
I878562,C112030,Male,59,Cosmetics,1,40.66,Debit Card,16/04/2022,Kanyon
I704198,C164725,Female,36,Toys,4,143.36,Credit Card,25/06/2021,Mall of Istanbul
I539335,C412806,Male,29,Cosmetics,1,40.66,Credit Card,31/03/2022,Metrocity
I111828,C304071,Female,35,Shoes,2,1200.34,Credit Card,30/06/2022,Cevahir AVM
I216703,C268328,Female,39,Clothing,3,900.24,Credit Card,22/08/2022,Cevahir AVM
I160040,C359449,Male,24,Books,3,45.45,Credit Card,19/08/2022,Mall of Istanbul
I151617,C286685,Female,52,Clothing,4,1200.32,Cash,23/05/2022,Metrocity
I332197,C249829,Male,68,Food & Beverage,2,10.46,Cash,13/05/2021,Kanyon
I321166,C393304,Male,49,Clothing,1,300.08,Credit Card,11/12/2021,Mall of Istanbul
I297149,C176632,Female,46,Food & Beverage,4,20.92,Cash,10/10/2021,Kanyon
I436661,C166572,Female,35,Clothing,1,300.08,Cash,27/05/2022,Kanyon
I205770,C218017,Male,27,Shoes,1,600.17,Cash,3/9/2021,Zorlu Center
I133496,C316943,Female,61,Shoes,1,600.17,Credit Card,16/01/2023,Mall of Istanbul
I121640,C158666,Male,23,Clothing,5,1500.4,Cash,13/10/2021,Kanyon
I398369,C117102,Male,68,Clothing,2,600.16,Cash,7/9/2021,Mall of Istanbul
I144800,C154724,Male,65,Cosmetics,2,81.32,Debit Card,10/2/2021,Metropol AVM
I125005,C268645,Male,66,Toys,3,107.52,Cash,20/05/2021,Kanyon
I288228,C283271,Female,27,Books,1,15.15,Cash,17/07/2021,Cevahir AVM
I312524,C123511,Female,68,Clothing,5,1500.4,Cash,5/2/2021,Zorlu Center
I364470,C162162,Male,30,Shoes,2,1200.34,Cash,24/01/2023,Istinye Park
I277905,C138358,Female,43,Shoes,1,600.17,Debit Card,25/09/2022,Istinye Park
I752095,C269334,Female,36,Shoes,1,600.17,Credit Card,31/01/2021,Kanyon
I715669,C299897,Female,19,Toys,3,107.52,Credit Card,11/11/2022,Viaport Outlet
I356767,C305817,Female,34,Clothing,1,300.08,Credit Card,28/09/2022,Metrocity
I512401,C243593,Female,47,Clothing,4,1200.32,Debit Card,16/07/2021,Emaar Square Mall
I994913,C809683,Female,25,Cosmetics,1,40.66,Credit Card,7/3/2022,Kanyon
I677132,C288052,Male,24,Food & Beverage,4,20.92,Credit Card,25/02/2022,Kanyon
I331049,C212701,Female,57,Souvenir,5,58.65,Cash,25/10/2022,Metrocity
I930561,C938692,Male,20,Clothing,3,900.24,Credit Card,25/09/2022,Metropol AVM
I847727,C167772,Female,36,Clothing,3,900.24,Credit Card,21/08/2022,Zorlu Center
I831208,C102318,Male,64,Souvenir,1,11.73,Cash,8/5/2022,Metrocity
I409550,C440430,Female,66,Shoes,3,1800.51,Cash,6/10/2021,Viaport Outlet
I496168,C245031,Male,65,Clothing,4,1200.32,Credit Card,12/3/2022,Mall of Istanbul
I315903,C802456,Male,67,Clothing,5,1500.4,Cash,29/08/2021,Metrocity
I175378,C279799,Male,53,Toys,4,143.36,Cash,18/04/2021,Emaar Square Mall
I227621,C613236,Female,25,Cosmetics,4,162.64,Debit Card,16/02/2021,Istinye Park
I164376,C819543,Female,20,Books,2,30.3,Credit Card,2/2/2021,Kanyon
I333979,C866240,Female,57,Food & Beverage,3,15.69,Cash,15/09/2022,Metropol AVM
I154290,C117942,Female,19,Shoes,1,600.17,Credit Card,14/01/2021,Kanyon
I588325,C292482,Male,66,Souvenir,3,35.19,Cash,26/07/2021,Zorlu Center
I257631,C605635,Female,59,Clothing,4,1200.32,Cash,6/3/2022,Forum Istanbul
I174178,C952369,Male,25,Clothing,4,1200.32,Cash,29/09/2022,Istinye Park
I197954,C532361,Female,30,Cosmetics,2,81.32,Debit Card,21/02/2021,Kanyon
I114730,C207200,Male,61,Technology,1,1050.0,Cash,20/06/2022,Mall of Istanbul
I145971,C418514,Female,67,Clothing,2,600.16,Cash,8/3/2023,Viaport Outlet
I501114,C158807,Female,35,Clothing,5,1500.4,Cash,27/08/2021,Kanyon
I295641,C177543,Female,30,Clothing,2,600.16,Credit Card,24/06/2021,Mall of Istanbul
I275965,C168139,Female,68,Cosmetics,3,121.98,Credit Card,31/10/2021,Metropol AVM
I313032,C577084,Female,36,Toys,3,107.52,Credit Card,6/7/2021,Mall of Istanbul
I262110,C366424,Female,43,Clothing,5,1500.4,Credit Card,27/02/2023,Metropol AVM
I116307,C107031,Female,69,Clothing,3,900.24,Cash,4/7/2022,Kanyon
I189505,C184265,Female,29,Technology,5,5250.0,Cash,10/1/2023,Kanyon
I885388,C179606,Male,40,Cosmetics,2,81.32,Cash,21/06/2021,Metropol AVM
I749178,C208686,Female,22,Clothing,2,600.16,Debit Card,26/03/2021,Metropol AVM
I203413,C439349,Male,54,Clothing,4,1200.32,Credit Card,31/01/2021,Cevahir AVM
I309031,C220222,Male,20,Clothing,4,1200.32,Credit Card,10/2/2022,Metrocity
I255774,C248859,Male,18,Food & Beverage,1,5.23,Debit Card,20/12/2021,Metropol AVM
I218715,C242693,Female,54,Toys,4,143.36,Credit Card,11/1/2022,Metropol AVM
I121116,C190715,Male,21,Shoes,4,2400.68,Credit Card,3/1/2023,Emaar Square Mall
I797680,C205957,Female,50,Clothing,4,1200.32,Credit Card,28/07/2021,Metrocity
I120706,C190872,Male,29,Clothing,1,300.08,Debit Card,4/2/2021,Forum Istanbul
I139223,C161560,Male,68,Clothing,4,1200.32,Credit Card,12/12/2021,Cevahir AVM
I108964,C266813,Female,51,Shoes,2,1200.34,Debit Card,12/5/2022,Metrocity
I210047,C123726,Female,28,Clothing,4,1200.32,Cash,17/01/2023,Zorlu Center
I500834,C113738,Female,24,Cosmetics,5,203.3,Credit Card,19/11/2022,Emaar Square Mall
I157754,C999240,Female,62,Clothing,2,600.16,Cash,18/03/2021,Mall of Istanbul
I214556,C910723,Male,54,Clothing,2,600.16,Cash,31/07/2022,Metropol AVM
I192394,C299649,Male,34,Shoes,2,1200.34,Cash,26/07/2022,Kanyon
I308488,C240989,Male,57,Souvenir,5,58.65,Credit Card,7/8/2021,Metropol AVM
I303833,C149733,Female,53,Clothing,3,900.24,Cash,4/4/2022,Kanyon
I325507,C483490,Female,41,Books,3,45.45,Cash,17/05/2021,Mall of Istanbul
I815700,C266289,Female,62,Food & Beverage,5,26.15,Cash,18/08/2021,Metrocity
I152626,C472927,Male,43,Clothing,1,300.08,Credit Card,17/01/2022,Istinye Park
I190618,C207531,Male,45,Clothing,3,900.24,Cash,15/08/2022,Viaport Outlet
I251429,C178269,Female,60,Clothing,4,1200.32,Cash,21/09/2021,Metropol AVM
I540792,C633058,Male,62,Clothing,5,1500.4,Debit Card,10/12/2021,Kanyon
I176274,C833108,Female,39,Food & Beverage,1,5.23,Credit Card,27/02/2022,Zorlu Center
I201946,C690351,Male,25,Clothing,4,1200.32,Cash,17/12/2021,Zorlu Center
I298788,C237924,Female,58,Clothing,1,300.08,Debit Card,14/01/2021,Metrocity
I155523,C908463,Female,40,Clothing,3,900.24,Credit Card,31/08/2022,Mall of Istanbul
I116359,C252203,Male,57,Toys,3,107.52,Credit Card,27/02/2022,Emaar Square Mall
I169261,C283486,Male,57,Technology,3,3150.0,Credit Card,14/06/2022,Metrocity
I267689,C174201,Male,30,Toys,5,179.2,Cash,15/03/2021,Metropol AVM
I172451,C143502,Male,22,Food & Beverage,3,15.69,Credit Card,9/1/2022,Mall of Istanbul
I447293,C287764,Female,21,Technology,2,2100.0,Cash,2/5/2022,Kanyon
I718793,C506420,Female,37,Shoes,5,3000.85,Cash,1/4/2021,Kanyon
I228161,C178348,Female,52,Clothing,3,900.24,Debit Card,9/10/2022,Kanyon
I336711,C157815,Female,43,Food & Beverage,1,5.23,Credit Card,20/06/2022,Viaport Outlet
I305280,C173801,Male,57,Cosmetics,3,121.98,Cash,3/1/2023,Istinye Park
I219212,C569428,Female,55,Toys,1,35.84,Credit Card,19/04/2021,Kanyon
I302431,C115582,Female,51,Books,4,60.6,Debit Card,21/01/2022,Istinye Park
I270599,C211804,Female,62,Shoes,5,3000.85,Cash,1/1/2021,Mall of Istanbul
I290172,C195405,Female,22,Clothing,4,1200.32,Credit Card,6/11/2021,Metropol AVM
I322798,C192864,Female,35,Cosmetics,5,203.3,Credit Card,24/05/2021,Kanyon
I181569,C216856,Male,60,Toys,1,35.84,Credit Card,20/03/2021,Zorlu Center
I175999,C278487,Female,35,Clothing,1,300.08,Debit Card,18/12/2022,Kanyon
I142782,C276122,Female,40,Technology,3,3150.0,Credit Card,21/01/2022,Mall of Istanbul
I835928,C290142,Female,53,Toys,1,35.84,Credit Card,22/10/2021,Metropol AVM
I264314,C867542,Female,57,Clothing,1,300.08,Credit Card,2/11/2021,Emaar Square Mall
I170098,C442273,Female,27,Clothing,3,900.24,Debit Card,1/5/2021,Istinye Park
I276785,C209844,Female,56,Clothing,3,900.24,Cash,20/12/2021,Metrocity
I235913,C541093,Male,67,Clothing,1,300.08,Cash,11/2/2023,Metrocity
I500252,C406555,Male,38,Clothing,4,1200.32,Cash,9/5/2021,Kanyon
I858093,C158719,Male,55,Clothing,4,1200.32,Cash,8/2/2022,Zorlu Center
I241853,C192084,Male,58,Cosmetics,2,81.32,Credit Card,22/09/2022,Mall of Istanbul
I275346,C429104,Female,33,Food & Beverage,1,5.23,Debit Card,15/02/2021,Mall of Istanbul
I322054,C879822,Male,27,Cosmetics,4,162.64,Credit Card,6/7/2021,Metropol AVM
I241016,C218750,Female,22,Souvenir,3,35.19,Credit Card,7/2/2023,Metrocity
I261739,C162415,Female,20,Books,5,75.75,Credit Card,5/5/2021,Metropol AVM
I156685,C100857,Male,67,Shoes,4,2400.68,Debit Card,23/06/2022,Forum Istanbul
I127591,C314223,Male,39,Toys,1,35.84,Cash,23/02/2022,Istinye Park
I195303,C313205,Female,69,Toys,2,71.68,Debit Card,25/09/2022,Metrocity
I308057,C610606,Male,56,Clothing,2,600.16,Cash,11/7/2021,Mall of Istanbul
I332776,C247413,Male,66,Clothing,3,900.24,Debit Card,21/02/2022,Istinye Park
I380243,C796896,Female,31,Shoes,2,1200.34,Cash,12/8/2021,Metropol AVM
I291725,C217733,Female,24,Shoes,5,3000.85,Debit Card,24/11/2021,Metropol AVM
I132519,C610035,Male,22,Clothing,4,1200.32,Debit Card,14/10/2021,Istinye Park
I334433,C180467,Female,36,Food & Beverage,3,15.69,Cash,12/1/2021,Metropol AVM
I189764,C132179,Female,51,Shoes,5,3000.85,Cash,8/11/2022,Forum Istanbul
I278212,C339721,Male,26,Shoes,2,1200.34,Cash,2/11/2022,Cevahir AVM
I285185,C256379,Male,33,Toys,4,143.36,Cash,8/2/2021,Metropol AVM
I847150,C106221,Female,28,Clothing,2,600.16,Credit Card,8/12/2021,Mall of Istanbul
I225421,C117695,Female,26,Clothing,5,1500.4,Cash,26/05/2021,Mall of Istanbul
I193277,C101820,Male,28,Clothing,5,1500.4,Debit Card,10/2/2023,Kanyon
I699145,C331348,Female,53,Clothing,4,1200.32,Credit Card,7/8/2022,Mall of Istanbul
I209880,C122372,Female,25,Food & Beverage,3,15.69,Debit Card,3/3/2021,Metrocity
I977795,C504580,Male,50,Clothing,4,1200.32,Credit Card,4/6/2021,Metropol AVM
I743412,C184852,Male,45,Cosmetics,5,203.3,Cash,15/10/2021,Cevahir AVM
I312347,C122704,Female,64,Toys,3,107.52,Credit Card,3/12/2021,Kanyon
I677011,C107227,Male,50,Clothing,5,1500.4,Debit Card,12/7/2022,Zorlu Center
I381179,C379141,Female,56,Food & Beverage,1,5.23,Cash,8/8/2021,Emaar Square Mall
I247720,C218069,Female,60,Clothing,5,1500.4,Credit Card,29/07/2022,Cevahir AVM
I823784,C161456,Female,57,Food & Beverage,4,20.92,Credit Card,5/8/2022,Kanyon
I209141,C508048,Male,43,Food & Beverage,5,26.15,Credit Card,10/1/2023,Cevahir AVM
I130464,C321179,Female,37,Clothing,5,1500.4,Credit Card,3/3/2023,Mall of Istanbul
I289137,C308528,Female,44,Food & Beverage,5,26.15,Cash,22/08/2021,Mall of Istanbul
I226303,C131002,Male,39,Clothing,4,1200.32,Credit Card,23/11/2021,Mall of Istanbul
I303277,C238809,Female,23,Clothing,2,600.16,Credit Card,3/12/2021,Cevahir AVM
I160938,C549218,Male,39,Clothing,3,900.24,Cash,9/2/2023,Mall of Istanbul
I914180,C190059,Male,45,Clothing,5,1500.4,Debit Card,20/07/2021,Metrocity
I299950,C125769,Female,35,Cosmetics,3,121.98,Credit Card,8/6/2021,Kanyon
I296518,C161362,Male,45,Clothing,1,300.08,Credit Card,20/03/2021,Emaar Square Mall
I335740,C596131,Male,50,Clothing,1,300.08,Credit Card,9/4/2021,Mall of Istanbul
I301731,C306710,Female,48,Clothing,5,1500.4,Credit Card,3/6/2021,Viaport Outlet
I317081,C161292,Female,53,Clothing,4,1200.32,Cash,7/9/2021,Cevahir AVM
I878408,C963082,Female,52,Cosmetics,4,162.64,Debit Card,12/9/2021,Viaport Outlet
I303788,C263373,Female,68,Clothing,2,600.16,Cash,28/03/2022,Zorlu Center
I250669,C158553,Female,51,Clothing,4,1200.32,Cash,24/04/2022,Metrocity
I970197,C167083,Female,45,Souvenir,3,35.19,Credit Card,25/11/2022,Kanyon
I258880,C173145,Female,35,Clothing,3,900.24,Cash,18/07/2021,Viaport Outlet
I120252,C679996,Female,45,Clothing,5,1500.4,Cash,20/02/2022,Mall of Istanbul
I163205,C156110,Female,61,Cosmetics,4,162.64,Credit Card,20/05/2022,Emaar Square Mall
I339059,C224424,Male,32,Food & Beverage,3,15.69,Cash,13/12/2022,Kanyon
I198746,C538826,Female,54,Food & Beverage,4,20.92,Debit Card,7/12/2021,Mall of Istanbul
I840427,C991333,Male,54,Clothing,3,900.24,Credit Card,22/11/2022,Mall of Istanbul
I131566,C319819,Female,37,Cosmetics,3,121.98,Credit Card,8/2/2023,Kanyon
I221747,C258297,Female,59,Cosmetics,5,203.3,Credit Card,7/11/2021,Kanyon
I260166,C636404,Male,27,Toys,4,143.36,Cash,29/11/2022,Kanyon
I167793,C236460,Female,68,Clothing,2,600.16,Debit Card,27/07/2022,Cevahir AVM
I293300,C217474,Male,28,Clothing,4,1200.32,Credit Card,4/11/2022,Metrocity
I335001,C335642,Male,56,Cosmetics,3,121.98,Cash,27/12/2022,Viaport Outlet
I128599,C195396,Female,26,Toys,4,143.36,Credit Card,23/11/2021,Kanyon
I179175,C772428,Male,40,Shoes,3,1800.51,Cash,28/07/2022,Mall of Istanbul
I120381,C275058,Female,22,Clothing,3,900.24,Credit Card,15/03/2022,Mall of Istanbul
I114871,C340075,Female,57,Shoes,4,2400.68,Cash,19/05/2021,Viaport Outlet
I288152,C269623,Female,30,Technology,3,3150.0,Debit Card,19/06/2021,Mall of Istanbul
I106781,C246086,Male,30,Cosmetics,4,162.64,Credit Card,9/1/2022,Cevahir AVM
I144745,C298832,Male,54,Clothing,4,1200.32,Cash,29/04/2022,Mall of Istanbul
I188951,C280361,Male,19,Cosmetics,5,203.3,Credit Card,17/11/2021,Viaport Outlet
I414629,C224913,Male,67,Toys,4,143.36,Cash,27/03/2022,Emaar Square Mall
I186057,C742739,Female,46,Food & Beverage,5,26.15,Credit Card,27/11/2022,Viaport Outlet
I146879,C197392,Male,38,Cosmetics,1,40.66,Cash,8/10/2021,Metrocity
I331709,C857613,Female,24,Food & Beverage,5,26.15,Cash,14/08/2021,Metrocity
I233773,C103006,Male,31,Books,3,45.45,Credit Card,4/9/2022,Kanyon
I237445,C328218,Male,60,Shoes,2,1200.34,Cash,5/11/2021,Mall of Istanbul
I184223,C297533,Male,53,Food & Beverage,3,15.69,Cash,9/6/2022,Mall of Istanbul
I308467,C204866,Male,46,Clothing,4,1200.32,Credit Card,7/6/2021,Mall of Istanbul
I177902,C202722,Male,37,Clothing,5,1500.4,Cash,17/01/2021,Istinye Park
I169697,C196029,Male,37,Cosmetics,4,162.64,Credit Card,20/12/2021,Kanyon
I191586,C160353,Female,49,Food & Beverage,2,10.46,Cash,7/8/2021,Emaar Square Mall
I232204,C283284,Male,41,Cosmetics,3,121.98,Credit Card,1/3/2023,Istinye Park
I502133,C259885,Female,49,Cosmetics,3,121.98,Debit Card,22/11/2021,Mall of Istanbul
I275168,C276440,Female,35,Food & Beverage,4,20.92,Cash,30/11/2022,Kanyon
I249467,C222271,Female,65,Toys,5,179.2,Cash,30/06/2022,Kanyon
I292525,C298564,Female,42,Souvenir,2,23.46,Credit Card,6/11/2021,Metrocity
I339372,C135804,Male,66,Cosmetics,4,162.64,Debit Card,12/12/2022,Emaar Square Mall
I289069,C236606,Female,32,Books,1,15.15,Cash,28/07/2022,Metropol AVM
I267608,C150457,Male,30,Food & Beverage,3,15.69,Credit Card,21/07/2021,Kanyon
I260339,C229034,Female,56,Books,3,45.45,Cash,8/10/2022,Kanyon
I817047,C178418,Female,59,Clothing,3,900.24,Cash,13/02/2021,Kanyon
I326991,C672048,Female,18,Shoes,5,3000.85,Credit Card,10/6/2022,Mall of Istanbul
I335811,C329637,Female,35,Books,2,30.3,Credit Card,11/10/2021,Forum Istanbul
I333539,C282747,Female,46,Clothing,3,900.24,Cash,6/7/2021,Kanyon
I387766,C260606,Male,49,Cosmetics,2,81.32,Credit Card,24/05/2022,Kanyon
I473623,C929748,Female,18,Food & Beverage,2,10.46,Credit Card,2/6/2022,Kanyon
I254774,C211476,Female,40,Toys,1,35.84,Cash,14/05/2021,Istinye Park
I116624,C145405,Male,24,Food & Beverage,5,26.15,Credit Card,19/07/2022,Metrocity
I255769,C874038,Male,62,Souvenir,1,11.73,Credit Card,24/05/2021,Forum Istanbul
I328532,C923724,Female,41,Toys,3,107.52,Cash,10/9/2022,Metrocity
I194593,C198456,Male,30,Toys,4,143.36,Credit Card,5/11/2021,Viaport Outlet
I258073,C249535,Female,56,Books,5,75.75,Cash,26/11/2021,Mall of Istanbul
I272620,C240094,Female,47,Toys,4,143.36,Cash,26/09/2022,Mall of Istanbul
I128686,C214740,Male,18,Clothing,2,600.16,Credit Card,8/7/2021,Istinye Park
I134591,C425422,Male,69,Souvenir,3,35.19,Credit Card,10/10/2022,Forum Istanbul
I267765,C151038,Female,40,Clothing,5,1500.4,Credit Card,22/06/2022,Istinye Park
I928801,C133397,Male,30,Food & Beverage,5,26.15,Cash,27/04/2021,Cevahir AVM
I665383,C207569,Male,37,Technology,2,2100.0,Credit Card,18/01/2022,Mall of Istanbul
I248380,C248815,Female,35,Souvenir,3,35.19,Cash,1/8/2021,Kanyon
I152168,C253796,Male,19,Books,2,30.3,Cash,27/08/2022,Forum Istanbul
I103906,C258503,Female,44,Toys,3,107.52,Cash,17/02/2021,Istinye Park
I191417,C190491,Female,25,Shoes,4,2400.68,Cash,4/4/2022,Kanyon
I106031,C329765,Female,56,Clothing,1,300.08,Debit Card,3/4/2022,Metropol AVM
I273846,C437256,Female,28,Clothing,5,1500.4,Cash,8/8/2022,Mall of Istanbul
I249677,C324508,Female,61,Cosmetics,1,40.66,Credit Card,6/4/2022,Zorlu Center
I282695,C266377,Female,38,Clothing,3,900.24,Credit Card,22/02/2022,Kanyon
I291080,C237202,Female,62,Souvenir,2,23.46,Cash,7/6/2022,Forum Istanbul
I254721,C282520,Male,44,Clothing,5,1500.4,Debit Card,27/09/2021,Kanyon
I226861,C145410,Male,36,Clothing,2,600.16,Cash,31/12/2021,Zorlu Center
I470931,C192408,Female,23,Shoes,5,3000.85,Credit Card,1/2/2023,Metropol AVM
I469675,C301566,Female,43,Books,1,15.15,Cash,19/01/2021,Istinye Park
I706025,C674530,Female,31,Cosmetics,5,203.3,Debit Card,18/03/2022,Metrocity
I552200,C767404,Female,28,Shoes,5,3000.85,Credit Card,30/09/2021,Cevahir AVM
I123332,C203588,Male,28,Shoes,3,1800.51,Credit Card,31/08/2021,Kanyon
I110452,C281093,Female,25,Souvenir,4,46.92,Cash,11/5/2021,Metrocity
I302470,C299734,Male,54,Cosmetics,3,121.98,Debit Card,15/06/2021,Kanyon
I594816,C172346,Male,61,Cosmetics,4,162.64,Cash,3/2/2023,Mall of Istanbul
I459035,C296085,Male,20,Technology,4,4200.0,Credit Card,8/12/2021,Kanyon
I132517,C103421,Female,45,Clothing,2,600.16,Debit Card,24/12/2022,Kanyon
I334495,C206408,Female,23,Technology,3,3150.0,Credit Card,21/10/2021,Istinye Park
I267841,C212135,Female,37,Food & Beverage,5,26.15,Debit Card,1/9/2021,Mall of Istanbul
I165197,C233386,Male,66,Food & Beverage,5,26.15,Credit Card,21/03/2022,Mall of Istanbul
I287363,C244187,Female,24,Cosmetics,1,40.66,Cash,6/2/2023,Metrocity
I203564,C326795,Male,32,Food & Beverage,4,20.92,Cash,9/10/2022,Emaar Square Mall
I277061,C336758,Female,39,Clothing,4,1200.32,Cash,28/07/2022,Mall of Istanbul
